RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020
40,10,New Jersey,State,NJ,167766,167447,167215,166778,166438,166133,165916,165856,165897,165999,166076,166180,166438,166821,167299,167696,168140,168659,169180,169599,169954,170277,170732,171224,171634,171992,172223,172555,172809,173107,173397,173811,174351,175067,175721,176416,177044,177854,178784,179838,181003,182165,183450,184518,185530,186445,187692,189071,190588,192003,193412,194811,196149,197559,198984,200624,202321,204015,205610,207183,208792,210609,212445,214417,216351,218336,220294,222180,224156,226271,228414,230537,232677,234924,237272,239603,241981,244462,247105,250191,253571,257150,260654,264161,267652,271053,274327,277519,280670,283874,287125,290267,293153,295774,298390,301165,304155,307319,310757,314162,317908,321624,325574,329509,333500,337558,341576,345542,349527,353184,356734,360491,364436,368603,372693,376866,380905,385052,389176,393198,396505,399499,402036,404546,406701,408572,409764,410148,410075,409404,408569,407268,405903,404758,404263,404091,403649,402358,400606,398731,397044,395537,393995,392226,390369,388396,385840,382610,378915,375640,372763,370134,367358,364237,360798,357572,354851,352192,349601,346763,344275,341982,340019,338430,337202,336517,336110,335959,335436,334906,334205,333834,333452,332967,332227,330949,329165,326998,324987,322980,321015,318833,316544,314363,312104,309947,307722,305930,304354,302827,300966,299067,297409,296314,295607,294829,294044,293042,292227,291396,291067,291131,291574,292192,292845,293375,293758,294170,295012,296426,298160,299993,301562,303010,304429,305581,306609,307132,308207,309203,310220,310736,311058,311182,311037,310783,310406,310322,310604,311428,311703,312020,312046,312334,312393,312543,312908,313296,313835,314219,314200,314185,314111,314377,314520,315015,315588,316143,316589,317191,317771,318401,319265,319956,321114,321803,323145,323868,325000,326200,327573,328777,329942,331158,332604,334135,335468,336983,338054,339351,340140,340740,341296,341821,342498,343011,343359,343660,344132,344662,345838,346986,348264,348424,347961,347356,347231,347941,348966,350190,351402,352905,354358,356222,358534,362200,366794,372034,377368,382686
56,11,Virginia,State,VA,121337,121284,121293,121274,121230,121174,121131,121199,121318,121492,121631,121777,121860,122023,122138,122329,122480,122659,122887,123067,123281,123433,123700,123920,124286,124567,124876,125046,125436,125831,126209,126502,126694,126942,127143,127505,127831,128228,128645,129227,129767,130447,131071,131679,132309,132976,133699,134404,135169,136068,136943,137755,138455,139098,139873,140775,141741,142674,143648,144688,145781,146716,147699,148649,149725,150729,151757,152739,153778,154835,155997,157145,158330,159548,160769,162041,163236,164558,165815,167163,168495,169904,171330,172776,174218,175708,177197,178709,180185,181640,183160,184741,186445,188465,190600,192801,194939,197349,199964,202743,205762,209147,212880,216858,220792,224432,227793,231345,235105,238675,242271,246140,250592,254884,258894,262507,266264,269758,273172,276049,278727,281247,283614,285396,286511,287264,288095,288668,288625,288309,288008,288002,287911,287889,287815,287867,287401,286471,285093,283985,283087,282207,281034,279363,277540,275450,273056,270354,267705,265618,263526,261241,258927,256985,255168,253350,251317,249471,247718,246117,244766,243554,242818,242184,241584,240878,240523,240426,240677,240818,241067,241335,241536,241315,240558,239678,238920,238248,237336,236432,235468,234480,233441,232558,231785,231278,230915,230791,230445,229959,229394,229111,228864,228988,229156,229434,229782,230098,230500,230772,231219,231967,232980,233767,234546,235203,236048,236792,237449,238077,238830,239726,240743,241455,242117,242737,243597,244205,244672,244978,245257,245661,246041,246336,246471,246746,247038,247356,247397,247835,248302,248754,249160,249456,249794,250112,250518,250935,251236,251567,251960,252073,252222,252644,253386,254160,254887,255613,256384,257080,257931,258876,259868,260960,261874,262765,263361,264068,264682,265431,266142,266983,267882,268615,269480,270064,270954,271674,272692,273580,274456,275099,275650,276200,276886,277851,278826,279969,280998,282004,282792,283635,284505,285548,286565,287564,288050,288491,288919,289767,290603,291676,292988,294476,296148,297960,300043,302334,305184,308226
59,12,Washington,State,WA,141078,141086,141114,141184,141320,141662,142061,142545,142943,143429,144006,144666,145221,145815,146477,147386,148316,148968,149570,150022,150575,151150,151763,152507,153677,154873,156043,156697,157397,158139,159065,160187,161573,162755,163767,164515,164919,165389,165915,166913,167729,168847,169742,170711,171482,172558,173701,174749,175704,176671,177606,178528,179543,180341,181238,181901,182593,183111,183745,184513,185437,186313,187133,187884,188533,189243,189833,190569,191249,192058,192774,193713,194449,195231,195839,196377,196772,197149,197706,198286,198925,199569,200334,200851,201556,202320,203403,204432,205559,206552,207604,208802,210174,211610,212894,214287,215847,217563,219206,220901,222868,224995,227020,228816,230723,232873,235393,238298,241328,243986,246837,249855,253210,257068,261300,265992,270447,274645,278870,282860,286525,290314,293764,297392,300789,303959,306893,309370,311710,313978,315771,317160,318265,319557,321227,323176,324614,325342,325284,325297,325076,324122,322702,321280,319897,318448,316705,314415,311568,308585,305760,302701,299557,296614,293707,290747,288265,285401,282287,278039,274600,271905,270359,269066,267945,267316,266980,266601,265281,263962,262899,263171,263582,262903,260950,258340,256122,253637,251220,248849,246989,245625,243745,241469,238107,235582,233412,232045,230462,229014,227590,226444,225737,224739,224458,224337,225293,226415,227833,229228,230665,232375,234409,236434,238029,239783,241915,244380,246930,248904,251055,253086,255383,257161,258543,259776,261265,263094,264127,265090,265582,267089,268345,269451,270256,271576,273094,274870,276843,278356,280336,282151,284692,286661,288597,291094,293748,296505,299093,301631,303974,306692,309364,312086,314423,317004,319920,322547,325310,327791,330800,333762,336753,339670,342658,345998,349320,352732,356181,359517,362488,365593,368516,372042,375404,379300,382824,386335,389484,392086,393851,395025,396506,397960,399246,399923,400805,401194,401489,401889,403995,406534,409096,410469,411746,412714,414634,417517,421032,424660,428354,432166,435096,438190,441955,447334,453046,459359,465362,471133
26,13,Massachusetts,State,MA,160297,160297,160423,160642,160880,161128,161500,162004,162486,163069,163628,164230,164349,164580,164743,165289,165918,166624,167258,167929,168690,169486,170280,171251,172740,174271,175838,177035,178214,179427,180532,181673,182927,184265,185840,187106,188903,190791,192970,195026,197053,199032,201376,203159,205017,206496,208220,210325,212373,214761,216841,218999,221165,223380,225671,228453,231452,234528,237420,240384,243350,246172,249056,252027,255036,258211,261297,264551,267375,270332,273206,276011,278695,281186,283858,286513,289377,292390,295837,299195,302746,306658,310719,314678,318077,321477,324828,328270,331616,334724,337235,339729,342139,344535,346943,349533,352386,355169,357864,360598,363383,366331,369680,373083,376589,379560,382375,384998,387600,390676,393414,396049,398078,399569,400882,401800,403110,404337,405364,405469,405219,404134,403197,402065,401064,399937,398022,395949,393247,390949,388495,386559,385166,384214,383512,382365,380886,379101,377512,376075,374880,373269,371703,369982,367818,365401,362720,360235,357895,355848,353892,351887,349452,346992,344365,341700,339086,336517,334176,332075,330686,329597,329075,328716,329100,329631,330446,331238,332353,333815,335019,335965,336125,336032,335248,334341,332926,331722,330521,329694,328664,327130,325183,323351,321698,320583,319637,318875,317891,316497,314945,313517,312483,311394,311051,311043,311733,312153,312657,313076,313672,314879,316736,318894,320495,322979,325168,327514,329218,331023,333038,335170,337863,340371,342320,343342,344327,344860,346069,347427,348819,349871,350599,351396,351686,351794,352265,353796,355876,357580,358724,358898,359449,360053,361594,363186,364622,366219,367152,367920,368714,370491,372225,374340,376097,377845,378675,379718,381461,383438,385795,387676,389375,390310,391463,393358,395628,398208,400813,402814,404773,406288,408500,410445,412531,415044,417510,419492,421116,422975,424915,426256,426639,426976,427034,427809,428221,428623,428472,429146,430360,432222,433006,433276,433505,433941,434583,435581,437483,439798,442301,444594,446962,449041,452339,456884,462386,468350,474671,480977
22,14,Indiana,State,IN,109758,109738,109294,108919,108717,108885,108981,108755,108614,107718,106866,105712,105182,104587,104507,104120,103691,103438,103441,103842,103647,104436,105114,106150,106420,106627,106896,107386,107537,106430,105096,104242,104399,104797,105147,105669,105839,105952,105847,105783,105833,106385,106921,106420,105573,104138,103128,101848,101305,101220,101238,100963,100793,100801,101111,101651,102129,102762,103378,104048,104525,104631,104752,104944,105199,105344,105394,105650,105863,106196,106332,106576,106589,106695,106679,106752,106827,107005,107155,107177,107219,107318,107525,107711,107818,107923,108030,108285,108460,108643,108805,109040,109321,109590,109843,110082,110244,110364,110576,110871,111261,111531,111811,112161,112514,112899,113254,113650,114548,115543,116620,117193,117697,118199,118733,119152,119506,119766,120034,120244,120214,120165,120024,120152,120345,120665,120996,121336,121710,122070,122288,122477,122547,122668,122718,122872,122903,122867,122766,122743,122716,122688,122818,123033,123204,123202,123116,122894,122704,122511,122379,122145,121868,121638,121322,120843,120450,120054,119812,119487,119245,118976,118647,118354,118155,117992,117944,117956,117940,117997,117954,118038,117991,117957,117792,117497,117053,116590,116122,115763,115452,115083,114735,114294,113910,113583,113470,113549,113680,113734,113728,113605,113459,113351,113347,113418,113527,113552,113533,113459,113476,113617,113659,113762,113856,114091,114269,114500,114737,115048,115331,115622,115865,116058,116373,116734,117155,117515,117924,118273,118593,118869,119248,119630,120002,120372,120754,121126,121403,121647,121874,122186,122482,122783,122929,123105,123343,123610,123964,124348,124879,125342,125696,125987,126379,126921,127615,128271,128938,129550,130074,130519,130962,131576,132326,133157,133959,134687,135281,135951,136611,137490,138331,139216,139886,140630,141498,142489,143407,144348,145385,146359,147146,147699,148399,149258,150306,151085,151793,152352,153144,153881,154627,155372,156182,157009,157585,158021,158491,159239,160032,160933,161778,162766,163819,164991,166319,167823,169586,171506
8,15,Arizona,State,AZ,109427,109739,110097,110748,111359,111910,112418,112883,113329,113776,114195,114584,114924,115297,115592,115918,116257,116594,116924,117251,117630,118003,118421,118875,119471,120015,120527,120930,121353,121812,122370,123015,123626,124225,124789,125367,125753,126166,126646,127296,127966,128828,129621,130380,131029,131657,132290,132845,133563,134292,135075,135807,136547,137098,137704,138271,138984,139639,140288,140966,141665,142363,143009,143618,144229,144822,145362,145887,146461,147108,147827,148485,149075,149602,150205,150808,151384,152033,152694,153440,154029,154705,155409,156262,157139,157993,158765,159532,160238,160898,161447,162100,163014,164031,165047,166059,167272,168443,169800,171110,172711,174151,176053,178357,180640,183314,186214,190249,194918,199753,204354,209554,215785,223671,232207,240505,249209,256399,263609,268353,271356,275176,279296,283283,284797,284858,283758,282251,280026,278748,276987,275750,274761,273767,273013,272359,271324,269544,267404,265568,263291,260671,256693,253081,249124,244096,238700,232367,228123,223516,218995,213389,208348,203911,199881,195558,191907,189102,186014,182752,178863,175986,174015,172276,170863,168829,168354,168058,167798,166558,165427,165111,164391,163507,161262,159657,157489,156024,153903,151856,149754,148123,147082,145289,143592,141649,140780,140219,139989,140048,140119,141082,141787,143087,144011,146259,149081,152071,154730,157351,160466,163220,166231,167929,170156,171509,173826,175707,177676,180070,182881,185223,187167,188777,189687,191247,192944,195469,196241,196252,196108,196318,196201,196289,196069,196524,197593,198830,199255,199463,200886,202821,204566,205515,206840,208091,209608,210509,211241,212061,213708,215000,215872,216710,217740,218859,219476,220523,221631,223224,224784,226055,227013,228165,229527,230803,231981,233402,235144,236356,237648,238930,240453,241794,243337,245182,246907,248495,250104,251722,253194,254444,255787,256884,257828,258671,259804,260928,261940,262402,263552,265218,267162,268851,270075,271479,272866,274739,276585,278542,280858,283979,286842,289539,292364,295970,300263,304930,310073,315381
53,16,Tennessee,State,TN,89813,89989,90205,90624,91064,91515,91980,92432,92822,93176,93545,93928,94253,94623,95003,95451,95841,96178,96503,96835,97245,97662,98083,98482,99086,99663,100186,100474,100785,101115,101405,101722,102076,102515,102861,103188,103276,103370,103458,103754,104090,104507,104955,105369,105670,105910,106228,106543,106865,107191,107518,107866,108154,108395,108646,108881,109185,109449,109775,110165,110661,111031,111380,111643,111940,112194,112413,112701,112979,113286,113502,113654,113779,113967,114181,114363,114552,114757,114994,115173,115360,115571,115810,116071,116283,116533,116755,117025,117294,117582,117839,118113,118393,118694,119001,119313,119687,120052,120449,120839,121217,121592,121980,122399,122856,123352,123875,124425,125017,125653,126325,127005,127715,128453,129257,130051,130860,131613,132397,133192,133963,134713,135391,136073,136726,137406,138084,138794,139473,140138,140745,141296,141769,142193,142631,143047,143430,143747,144001,144183,144234,144174,143994,143757,143380,142970,142572,142300,142082,141801,141408,140882,140352,139866,139399,138913,138505,138135,137672,136993,136187,135458,134854,134438,134124,133906,133716,133605,133575,133492,133467,133416,133442,133341,133156,132828,132437,131997,131564,131081,130455,129906,129321,128888,128414,128078,127759,127503,127230,126938,126685,126476,126405,126329,126348,126373,126483,126539,126679,126797,126979,127127,127255,127437,127660,127979,128336,128740,129068,129430,129758,130244,130783,131444,132130,132719,133226,133605,133917,134174,134494,134892,135301,135632,135885,136086,136260,136594,137038,137572,138089,138622,139279,139901,140502,141082,141721,142429,143177,143837,144543,145269,146034,146712,147276,147851,148551,149321,150213,151105,152074,153040,153883,154624,155497,156562,157702,158827,159911,160988,161927,162833,163757,164753,165728,166809,167779,168791,169763,170830,171931,172965,173967,174919,175700,176455,177275,178048,178797,179476,180308,181119,181905,182764,183693,184636,185493,186336,187181,188257,189451,190713,191957,193278,194718,196251,197896,199696,201788,204036
32,17,Missouri,State,MO,83080,83286,83448,83769,84030,84268,84480,84713,84975,85303,85623,85917,86141,86295,86477,86697,87001,87315,87656,87980,88300,88520,88734,88950,89252,89574,89866,90150,90452,90783,91126,91385,91582,91833,92167,92559,92939,93365,93813,94201,94511,94822,95130,95608,96096,96491,96755,97062,97528,98001,98468,98988,99558,100112,100689,101293,101906,102563,103287,103948,104449,104855,105392,106019,106682,107331,107957,108513,109057,109622,110228,110877,111543,112244,112846,113399,113906,114446,114999,115522,116100,116698,117299,117825,118358,118973,119613,120256,120867,121484,122054,122688,123325,123976,124542,125142,125726,126241,126696,127101,127570,128054,128625,129113,129535,129907,130376,130896,131453,131995,132565,133157,133803,134420,134994,135583,136177,136769,137298,137798,138242,138652,139019,139416,139752,140097,140419,140724,141045,141375,141751,142031,142228,142306,142365,142419,142433,142426,142398,142362,142228,141967,141593,141216,140921,140740,140496,140073,139641,139243,138875,138442,138049,137681,137104,136443,135804,135328,134847,134322,133744,133175,132634,132254,131907,131696,131767,131972,131980,131682,131534,131576,131601,131333,130861,130250,129511,128757,127894,127082,126303,125657,124792,123827,122901,122276,121902,121549,121291,120964,120659,120262,119928,119725,119760,119969,120161,120209,120148,120186,120393,120520,120800,121094,121661,122036,122327,122408,122556,122825,123178,123505,123700,124064,124337,124695,124934,125264,125577,125930,126375,126818,127223,127575,127904,128217,128574,128873,129053,129240,129559,130101,130600,131095,131540,132034,132528,132992,133382,133920,134478,135117,135652,136141,136716,137320,138018,138654,139306,140022,140839,141533,142248,142963,143729,144445,144997,145580,146143,146827,147663,148488,149272,149972,150690,151358,152144,153007,153972,154813,155619,156378,156936,157463,157971,158707,159469,160238,160860,161442,162157,162833,163384,163641,163988,164391,164867,165343,165848,166481,167182,167977,168745,169702,170879,172398,174038,175785,177638,179561
27,18,Maryland,State,MD,154379,154380,154382,154439,154584,154703,154766,154732,154790,154884,155012,155139,155084,155051,154992,155082,155089,155199,155403,155685,155803,155920,156035,156111,156334,156552,156911,157056,157184,157201,157191,157321,157560,157726,157776,157945,158348,158934,159433,159899,160285,160735,161248,161749,162263,162872,163704,164497,165213,165673,166210,166719,167436,168116,168847,169449,170123,170914,171739,172641,173412,174309,175170,176241,177185,178229,179230,180419,181644,182844,184141,185485,187043,188603,190277,191948,193834,195708,197702,199691,201690,203718,205745,207965,210207,212557,214976,217338,219688,222019,224389,226731,229318,232202,235212,238086,240965,244147,247382,250750,254187,258038,262062,266516,271218,275752,280430,284962,289934,294540,299057,303847,308966,314595,320325,326057,331092,336244,340666,345557,349304,353206,356904,360649,364045,366463,368573,369823,370764,371083,371806,372011,372249,371961,371952,371655,371312,370572,369705,368681,367752,366113,363221,360009,357295,355104,352480,349224,345013,340324,335290,330647,326316,322405,319305,316123,312527,308462,304210,300154,296512,293938,291829,290305,288595,287256,286124,285434,285005,284086,283184,282531,282567,282141,281363,279732,278171,276350,274234,272039,270097,269006,268204,267116,265516,264055,262632,261498,260306,259635,259117,258684,257901,257215,256781,256743,256855,257121,257696,258481,259304,259910,260611,261582,262964,264301,265733,267124,268940,270623,272363,273861,275540,277134,278848,280077,281203,282137,282660,283273,283208,283507,283477,283837,283885,284086,284309,284458,284427,284336,284786,284876,285205,285174,285465,285622,285834,285992,285789,286234,286758,287602,288085,288922,290070,291003,292065,292803,294057,295031,296234,297098,298313,299361,300360,301071,301549,302367,302818,303800,304673,306020,307327,308536,309072,309827,310667,312145,313348,314467,315427,315941,316180,316278,316682,317255,318120,318815,319216,319466,320028,320750,321040,321173,321193,321379,321417,321607,322099,322699,323717,324812,326091,327489,329644,332331,335577,339038,342853,346931
60,19,Wisconsin,State,WI,96362,96500,96604,96900,97250,97739,98228,98699,99100,99505,99933,100363,100764,101118,101537,101882,102252,102451,102677,102886,103164,103486,103708,103943,104113,104448,104806,105250,105546,105797,106027,106362,106784,107132,107559,107949,108518,109084,109672,110264,110793,111348,111849,112299,112697,113141,113758,114448,115144,115616,116083,116386,116868,117343,117927,118500,119067,119628,120120,120618,121083,121664,122257,122964,123581,124198,124779,125357,125944,126490,127076,127662,128296,128920,129489,130032,130515,131000,131436,131930,132434,133036,133700,134419,135128,135814,136597,137307,138058,138784,139568,140545,141587,142704,143520,144277,145149,146229,147272,148315,149444,150655,151937,152886,153815,154659,155733,156829,157614,158230,158887,159863,160959,162085,163179,164251,165132,165837,166463,167019,167539,168124,168607,168985,169151,169201,169219,169298,169501,169739,169958,170086,170463,170712,171052,171092,171058,170867,170558,170331,170154,170181,170199,170183,170168,169656,168894,167825,167084,166555,166127,165561,164909,163976,162957,161940,160396,159399,158437,158178,157528,156957,156343,156030,155751,155516,155230,154965,155082,155280,155485,155439,155284,154789,154150,153041,151716,150518,149395,148533,147605,146664,145623,144444,143268,142359,141520,141112,140852,140665,140464,140137,139817,139451,139115,138879,138890,138956,139154,139153,139193,139098,139177,139208,139416,139344,139642,140158,141008,141700,142327,143042,143886,144703,145280,145723,146134,146798,147524,147900,148052,148254,148666,148939,149015,149119,149414,149884,150326,150850,151163,151687,152032,152316,152473,152678,153030,153484,154091,154716,155298,155832,156305,156847,157556,158504,159385,160403,161447,162557,163447,164255,165110,165983,166875,167784,168667,169622,170582,171548,172377,173115,173991,175086,176362,177471,178629,179641,180837,181777,182684,183355,184158,184942,185700,186356,186927,187791,188733,189777,190631,191470,192308,193111,193769,194591,195167,195974,196702,197674,198468,199355,200410,201708,203145,204852,206769,208728,211034,213343
31,20,Minnesota,State,MN,105293,105117,105043,104965,105041,105271,105523,105909,106248,106668,107104,107569,107966,108487,109085,109743,110241,110640,111062,111468,111925,112388,112864,113440,114115,114780,115367,115803,116343,116796,117417,118011,118914,119758,120597,121329,122220,123358,124658,126017,127346,128837,130105,131084,131814,132690,133990,135377,136723,137988,139121,140417,141665,143004,144407,146332,148160,149984,151392,153077,154669,156238,157906,159634,161222,162762,164335,165966,167702,169475,171186,172504,173724,174907,176122,177224,178581,179866,181198,182267,183379,184485,185744,187194,188703,190119,191471,192679,193934,195073,196346,197648,199020,200303,201607,202863,204029,205285,206635,208112,209464,210941,212346,213728,214963,216137,217187,218275,219603,220981,222164,223392,224641,225794,226791,227589,228576,229416,230401,231048,231498,231771,232050,232244,232305,232387,232364,232261,231856,231548,231189,231120,231086,231144,230969,230512,229722,228685,227527,226694,225927,225230,224097,222569,220803,218744,216960,215188,213533,211907,210244,208340,206426,204489,202763,201121,199445,197804,195654,193785,192248,191286,190599,190213,189857,189414,188923,188870,188887,189157,189515,189844,189970,189449,188604,187104,185427,183757,182383,180706,179138,177338,175855,174166,172504,170996,169746,168986,168377,167778,167063,166447,166007,165945,166182,166756,167261,168037,168868,169901,171096,172560,174165,175775,177209,178236,178995,179773,181336,183075,185026,186805,188555,190198,191544,192691,193914,195222,196753,198057,199004,199565,199790,199828,199772,199723,199880,200365,200828,201741,202550,203611,204331,205020,205739,206551,207545,208507,209600,210662,211950,213041,214013,214693,215356,216292,217530,219042,220380,221782,222998,224154,225118,226120,227354,228884,230613,232207,233544,234518,235543,236480,237771,239192,240793,242409,244016,245466,246688,247699,248668,249825,250834,251845,252625,253499,254443,255357,255996,256679,257647,258976,260227,261077,261948,262676,263337,264064,264863,265917,267053,268278,269463,270616,272015,273828,275825,278095,280623,283194
10,21,Colorado,State,CO,143732,144204,144593,145381,146070,146755,147418,148104,148763,149388,149999,150606,151203,151699,152238,152872,153605,154284,154866,155433,156059,156793,157577,158350,159180,159921,160649,161181,161821,162463,163413,164457,165643,166739,167743,168800,169828,171181,172612,174214,175758,177640,179388,180896,182038,183274,184781,186411,188151,189908,191631,193525,195420,197358,199228,201356,203683,206038,208322,210574,212958,215078,217081,218832,220561,222062,223599,225150,226547,227746,228697,229568,230129,230785,231490,232278,233114,233841,234538,234918,235415,235953,236465,236722,236946,237219,237644,237918,237956,237971,238063,238315,238694,238999,239522,240031,240549,241059,241478,242020,242573,243235,243848,244446,244834,245315,245759,246445,247177,247834,248472,249094,249736,250306,250907,251487,252224,253068,253907,254562,255194,255703,256091,256262,256565,256795,256923,257093,257130,257029,256832,256898,257013,256996,257003,257163,257456,257736,258001,257999,257606,256953,256177,255249,254104,253001,251883,250878,249733,248723,247703,246835,246239,245726,245047,244187,243303,242693,242196,241792,241487,241170,240846,240563,240372,240314,240506,240834,241318,241697,241953,241860,241494,240820,240053,239132,238132,237190,236259,235356,234449,233488,232578,231778,230841,230147,229493,229349,229344,229419,229536,229733,230035,230396,230847,231644,232975,234543,236214,237496,238876,240273,241811,243253,244912,246709,248819,250637,252334,253920,255775,257946,259898,261658,263182,264891,266357,267835,269043,270483,272003,273701,275388,276852,278531,280514,282873,285372,288194,291052,293913,296630,299613,302593,305519,308542,311684,314798,317653,320300,322607,324970,327476,330269,332752,335099,337610,340213,342578,344726,347108,349529,352289,355033,357897,360326,362598,364819,366770,368631,370625,372910,375050,377621,379910,382160,384160,386660,389522,392260,394721,396758,398625,400448,402369,403562,404335,405388,406347,407258,407743,408767,409887,410999,411934,412446,412848,413756,415558,417314,419199,421113,423404,425562,428059,431032,434468,438487,442873,447460
