Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,1896.089966,1902.500000,1847.439941,1861.640015,1861.640015,9467100
2020-01-27,1820.000000,2055.719971,1815.339966,2008.719971,2008.719971,30319200
2020-02-03,2010.599976,2098.530029,2000.250000,2079.280029,2079.280029,23842900
2020-02-10,2085.010010,2185.949951,2084.959961,2134.870117,2134.870117,19774500
2020-02-17,2125.020020,2185.100098,2088.000000,2095.969971,2095.969971,13284400
2020-02-24,2003.180054,2039.300049,1811.130005,1883.750000,1883.750000,35628500
2020-03-02,1906.489990,1996.329956,1869.500000,1901.089966,1901.089966,29090900
2020-03-09,1773.859985,1894.270020,1675.000000,1785.000000,1785.000000,40727200
2020-03-16,1641.510010,1957.000000,1626.030029,1846.089966,1846.089966,49697400
2020-03-23,1827.750000,1956.489990,1812.000000,1900.099976,1900.099976,33043900
2020-03-30,1922.829956,1993.020020,1889.150024,1906.589966,1906.589966,23317500
2020-04-06,1936.000000,2053.000000,1930.020020,2042.760010,2042.760010,19520100
2020-04-13,2040.000000,2461.000000,2038.000000,2375.000000,2375.000000,41638700
2020-04-20,2389.949951,2444.979980,2279.659912,2410.219971,2410.219971,26364100
2020-04-27,2443.199951,2475.000000,2258.189941,2286.040039,2286.040039,34813800
2020-05-04,2256.379883,2387.239990,2256.379883,2379.610107,2379.610107,17833800
2020-05-11,2374.699951,2419.669922,2337.800049,2409.780029,2409.780029,19000100
2020-05-18,2404.350098,2525.449951,2384.010010,2436.879883,2436.879883,20666700
2020-05-25,2458.000000,2462.000000,2330.000000,2442.370117,2442.370117,15344600
2020-06-01,2448.000000,2507.540039,2437.129883,2483.000000,2483.000000,14384900
2020-06-08,2500.199951,2722.350098,2487.340088,2545.020020,2545.020020,25322400
2020-06-15,2526.600098,2697.429932,2508.000000,2675.010010,2675.010010,18666600
2020-06-22,2684.500000,2796.000000,2669.000000,2692.870117,2692.870117,21436600
2020-06-29,2690.010010,2955.560059,2630.080078,2890.300049,2890.300049,20949900
2020-07-06,2934.969971,3215.000000,2930.000000,3200.000000,3200.000000,29050400
2020-07-13,3251.060059,3344.290039,2918.229980,2961.969971,2961.969971,31896700
2020-07-20,3000.199951,3240.580078,2888.000000,3008.909912,3008.909912,29103600
2020-07-27,3062.000000,3246.820068,2995.760010,3164.679932,3164.679932,24485100
2020-08-03,3180.510010,3247.469971,3101.209961,3167.459961,3167.459961,21569200
2020-08-10,3170.310059,3217.520020,3073.000000,3148.020020,3148.020020,16313300
2020-08-17,3173.120117,3320.000000,3154.179932,3284.719971,3284.719971,19130700
2020-08-24,3310.149902,3453.000000,3257.560059,3401.800049,3401.800049,22329600
2020-08-31,3408.989990,3552.250000,3111.129883,3294.620117,3294.620117,28536700
2020-09-07,3144.000000,3349.889893,3083.979980,3116.219971,3116.219971,21707600
2020-09-14,3172.939941,3187.389893,2905.540039,2954.909912,2954.909912,28405000
2020-09-21,2906.500000,3133.989990,2871.000000,3095.129883,3095.129883,28864000
2020-09-28,3148.850098,3224.000000,3117.169922,3125.000000,3125.000000,23188400
2020-10-05,3145.840088,3288.989990,3090.000000,3286.649902,3286.649902,21253600
2020-10-12,3349.939941,3496.239990,3160.000000,3272.709961,3272.709961,31635600
2020-10-19,3299.610107,3329.000000,3121.939941,3204.399902,3204.399902,22004700
2020-10-26,3198.739990,3291.659912,3019.000000,3036.149902,3036.149902,30763400
2020-11-02,3061.739990,3366.800049,2950.120117,3311.370117,3311.370117,29430900
2020-11-09,3231.030029,3289.000000,3019.479980,3128.810059,3128.810059,26266500
2020-11-16,3093.199951,3189.250000,3072.689941,3099.399902,3099.399902,16554900
2020-11-23,3116.699951,3216.189941,3065.459961,3195.340088,3195.340088,14494300
2020-11-30,3208.479980,3248.949951,3125.550049,3162.580078,3162.580078,17543200
2020-12-07,3156.479980,3184.129883,3072.820068,3116.419922,3116.419922,16233300
2020-12-14,3143.000000,3263.510010,3126.000000,3201.649902,3201.649902,21377100
2020-12-21,3200.010010,3226.969971,3166.000000,3172.689941,3172.689941,9751900
2020-12-28,3194.000000,3350.649902,3172.689941,3256.929932,3256.929932,16723100
2021-01-04,3270.000000,3272.000000,3131.159912,3182.699951,3182.699951,18513900
2021-01-11,3148.010010,3189.949951,3086.000000,3104.250000,3104.250000,17834100
2021-01-18,3107.000000,3348.550049,3096.000000,3292.229980,3292.229980,16376300
2021-01-22,3304.310059,3321.909912,3283.164307,3292.229980,3292.229980,2821914
