dates,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
11/30/2019,567409,208502,271461,258370,207431,196492,152260,171353,203957,206488,347231,288050,414634,434583,157585,272866,185493,164867,321417,195167,263337,412848,143711,192698,170514,147705,365321,131334,273805,154105,127055,132670,154864,354958,315166,206534,108501,178350,290062,730721,241956,302697,308567,292041,258865,212866,314094,237997,265465,722306,250784
12/31/2019,569741,208719,271979,259019,207583,197037,152770,171840,204426,207216,347941,288491,417517,435581,158021,274739,186336,165343,321607,195974,264064,413756,144467,193300,171055,148215,366598,131871,274042,154378,127332,132895,155142,355899,316045,207189,108450,178703,291479,729959,243146,303656,309668,292891,259121,213359,311573,237929,265332,723590,251534
1/31/2020,572862,209167,272709,259937,207939,197647,153416,172555,205059,207924,348966,288919,421032,437483,158491,276585,187181,165848,322099,196702,264863,415558,145216,193892,171696,148729,367832,132568,275021,154676,127683,133139,155540,357714,317266,208144,108416,179279,293039,729391,244817,304849,310777,294193,259650,214009,311771,237934,265854,726049,252228
2/29/2020,576594,209615,273504,261192,208190,198344,154274,173263,206020,208825,350190,289767,424660,439798,159239,278542,188257,166481,322699,197674,265917,417314,146019,194577,172281,149347,369483,133169,275794,154954,127962,133598,156198,359312,318279,209425,108627,180046,295534,729519,246447,306602,312146,295253,260438,214921,309649,238211,266333,729230,253169
3/31/2020,580304,210297,274300,262611,208609,199123,155046,174187,206959,209868,351402,290603,428354,442301,160032,280858,189451,167182,323717,198468,267053,419199,146851,195377,172725,149896,371467,133881,276768,155235,128259,134086,156838,361615,320420,210707,108756,180841,298061,729785,248405,308777,313667,296523,260932,215743,307355,238513,266886,730675,253727
4/30/2020,583543,211095,275308,264018,209014,200069,155916,175181,207954,211005,352905,291676,432166,444594,160933,283979,190713,167977,324812,199355,268278,421113,147736,196245,173287,150513,373622,134601,277691,155503,128468,134594,157560,364169,322265,212101,108935,181529,301011,731500,250287,311034,315566,297810,262057,216619,304104,238962,267462,733209,254207
5/31/2020,585655,211941,276324,265393,209467,200933,156848,175949,208972,212202,354358,292988,435096,446962,161778,286842,191957,168745,326091,200410,269463,423404,148652,197339,173738,151110,375928,135354,278900,155893,128811,135080,158316,367340,323547,213539,109237,182120,303839,734244,252061,312689,317512,299515,263877,217131,303242,239290,268511,732423,254587
6/30/2020,587691,212850,277580,266762,210034,202033,157887,176612,210211,213446,356222,294476,438190,449041,162766,289539,193278,169702,327489,201708,270616,425562,149488,198440,174169,151731,377933,136046,280539,156287,129174,135632,159069,370568,324167,214873,109558,182805,307188,737192,253530,314342,319587,301064,266125,217726,302540,239645,269592,732753,255108
7/31/2020,591769,213926,279239,268174,210983,203384,158996,177609,211571,214846,358534,296148,441955,452339,163819,292364,194718,170879,329644,203145,272015,428059,150354,199643,174683,152429,380456,136726,282928,156776,129684,136266,159916,374237,325805,216506,109913,183664,310641,738923,255225,316656,321519,303175,268395,218393,302760,239899,270810,733967,255630
8/31/2020,598111,215218,281331,270102,212268,205167,160417,179274,213077,216420,362200,297960,447334,456884,164991,295970,196251,172398,332331,204852,273828,431032,151404,200922,175403,153422,383567,137518,286023,157170,130165,136999,160929,378422,328786,218287,110266,184744,314847,741154,257715,320164,324579,305347,270546,219399,302647,240060,271799,738471,256366
9/30/2020,605587,216773,283862,272382,214003,207172,161947,181292,214759,218168,366794,300043,453046,462386,166319,300263,197896,174038,335577,206769,275825,434468,152682,202412,176223,154534,387777,138395,289823,157618,130750,137768,162081,383271,332716,220383,110691,186008,319717,745096,260739,324367,328667,308245,273002,220496,303288,240309,272612,743709,257081
10/31/2020,613126,218695,286780,274912,215944,209393,163676,183504,216711,220079,372034,302334,459359,468350,167823,304930,199696,175785,339038,208728,278095,438487,154034,204076,177108,155805,391994,139308,293962,158076,131428,138611,163418,388950,335927,222719,111221,187533,325573,750369,264129,329008,333347,311676,275911,221724,306184,240966,274314,748275,257973
11/30/2020,620823,220821,289940,277488,217983,211801,165648,185751,219078,222111,377368,305184,465362,474671,169586,310073,201788,177638,342853,211034,280623,442873,155367,205860,178008,157285,396663,140215,298488,158780,132205,139701,165000,394885,338954,225467,112110,189252,332518,757238,267578,333980,337836,315506,278973,223211,309236,242119,276809,754380,259261
12/31/2020,628535,223085,293216,280248,220012,214344,167635,188119,221640,224369,382686,308226,471133,480977,171506,315381,204036,179561,346931,213343,283194,447460,156698,207690,178675,158709,401060,141196,303010,159443,133053,140821,166638,401802,341854,228172,112984,190982,340280,764492,271326,339324,342811,319767,281958,224674,312877,243322,279737,758867,260481
