dates,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
5/31/2003,320537,118101,179495,159791,187423,127916,123273,141216,152375,144995,280670,180185,205559,331616,108460,160238,117294,120867,219688,138058,193934,237956,109701,133003,120257,103217,181051,89259,251053,106333,93746,90246,104257,186611,222069,141664,76579,114140,145039,319562,160755,220602,231952,152148,188518,122837,188422,,164538,312502,144735
6/30/2003,323956,118337,180835,161165,188364,128873,123676,141776,152638,145195,283874,181640,206552,334724,108643,160898,117582,121484,222019,138784,195073,237971,109938,133346,120337,103495,181817,89515,253339,106568,93959,90598,104612,186935,223609,142076,76922,114555,145494,323273,162139,222626,235559,153019,189934,123032,189667,,165523,316460,145847
7/31/2003,327714,118560,182192,162493,189251,129799,124083,142292,152928,145423,287125,183160,207604,337235,108805,161447,117839,122054,224389,139568,196346,238063,110135,133726,120575,103743,182637,89755,255637,106902,94020,90980,105445,187128,225469,142447,77211,115032,145694,326803,163674,224872,239421,153767,191460,123285,191537,,166742,320072,146790
8/31/2003,331859,118835,183768,163827,190365,130667,124558,142764,153263,145689,290267,184741,208802,339729,109040,162100,118113,122688,226731,140545,197648,238315,110411,134170,121140,104019,183645,90006,257787,107317,94204,91343,106095,187210,227784,142906,77429,115508,145893,330604,165714,226877,242676,155040,193082,123968,193098,,168735,323960,147317
9/30/2003,336695,119071,185471,165338,191657,131556,125025,143273,153588,145965,293153,186445,210174,342139,109321,163014,118393,123325,229318,141587,199020,238694,110709,134608,121668,104340,184707,90252,260303,107792,94333,91746,106520,187348,231082,143324,77661,116100,146252,334908,167983,229130,245585,156545,194941,124785,194701,,170943,327583,147698
10/31/2003,341530,119380,187234,167026,192919,132509,125482,143816,153894,146221,295774,188465,211610,344535,109590,164031,118694,123976,232202,142704,200303,238999,110944,135053,122265,104668,185953,90478,262146,108260,94541,92132,106831,187617,234871,143881,77837,116646,146599,340923,170418,231392,248461,158350,196587,125784,196188,,173192,331485,148305
11/30/2003,346714,119653,188710,168855,194110,133410,125845,144309,154222,146479,298390,190600,212894,346943,109843,165047,119001,124542,235212,143520,201607,239522,111144,135474,122623,104970,187106,90716,264286,108706,94714,92510,106811,187935,239258,144543,78160,117211,146974,347265,172066,233361,251892,159608,197985,126512,197496,,174436,334403,148933
12/31/2003,351885,119968,190081,170636,195160,134275,126204,144779,154624,146793,301165,192801,214287,349533,110082,166059,119313,125142,238086,144277,202863,240031,111336,135926,123010,105261,188315,90967,266537,109100,94963,92894,107044,188349,243589,145426,78546,117696,147602,352805,173728,234992,255621,160793,199005,127045,198628,,175550,337707,149488
1/31/2004,357837,120535,191551,172467,196402,135095,126525,145213,155028,147180,304155,194939,215847,352386,110244,167272,119687,125726,240965,145149,204029,240549,111619,136395,123488,105537,189458,91253,269228,109502,95313,93306,107139,188744,248497,146186,79026,118171,148250,358624,175082,236696,259109,161603,200499,127258,198995,,176674,342630,149952
2/29/2004,364179,121562,193036,174330,197593,136204,126893,145622,155449,147569,307319,197349,217563,355169,110364,168443,120052,126241,244147,146229,205285,241059,111919,136884,124079,105811,190772,91548,271903,109845,95645,93762,107447,189127,252970,147074,79492,118682,148983,364671,176983,238671,262774,162651,202284,127635,200281,,178404,347245,150589
3/31/2004,370929,122906,194384,176267,198825,137300,127272,146104,155856,147943,310757,199964,219206,357864,110576,169800,120449,126696,247382,147272,206635,241478,112286,137392,124772,106021,192141,91812,274191,110248,95962,94250,107992,189488,258888,147704,80076,119167,149718,371234,178993,240697,266176,163803,204210,128262,201419,,180091,352149,151534
4/30/2004,377840,124038,195796,178187,200121,138433,127637,146505,156318,148304,314162,202743,220901,360598,110871,171110,120839,127101,250750,148315,208112,242020,112615,137901,125415,106192,193483,92062,276707,110614,96200,94763,108872,189747,264178,148373,80600,119664,150385,377844,181264,242756,269427,165197,206291,128909,203108,,181807,355879,152715
5/31/2004,385588,124878,197377,180333,201524,139567,128003,146909,156759,148626,317908,205762,222868,363383,111261,172711,121217,127570,254187,149444,209464,242573,113020,138529,125960,106398,194976,92319,279286,110951,96497,95208,109601,189893,271732,149102,81017,120139,151051,384481,183814,245026,272949,166877,208375,129854,204371,,184041,361297,153947
6/30/2004,394366,125368,199192,182735,203117,140736,128338,147287,157160,148988,321624,209147,224995,366331,111531,174151,121592,128054,258038,150655,210941,243235,113484,139163,126518,106661,196472,92596,282250,111240,96731,95656,110258,189979,279903,150046,81360,120673,151599,392675,186514,247480,277031,168790,211228,130753,205956,,186421,367274,155293
7/31/2004,403015,125960,201053,185403,204591,142050,128695,147741,157570,149317,325574,212880,227020,369680,111811,176053,121980,128625,262062,151937,212346,243848,114010,139810,127006,106984,198187,92876,285172,111505,97117,96068,110559,190045,289144,150995,81824,121218,152325,401255,189224,249707,281224,170821,214093,131854,207214,,188594,374160,156529
8/31/2004,411075,126502,202781,188312,205983,143270,128976,148161,158037,149658,329509,216858,228816,373083,112161,178357,122399,129113,266516,152886,213728,244446,114486,140398,127691,107276,199789,93201,287984,111814,97427,96577,110996,190143,296562,151712,82465,121729,152867,409689,190868,251769,284864,172128,216933,132602,208548,,189751,379973,157930
9/30/2004,418740,127165,204513,191321,207134,144584,129269,148537,158541,150050,333500,220792,230723,376589,112514,180640,122856,129535,271218,153815,214963,244834,114930,141085,128298,107553,201514,93568,290654,112152,97860,97073,111904,190258,302525,152212,83087,122049,153368,416596,192180,253552,287905,173037,219337,133154,210029,,190798,386887,159169
10/31/2004,426391,127770,206155,194375,208377,145783,129548,148906,159082,150490,337558,224432,232873,379560,112899,183314,123352,129907,275752,154659,216137,245315,115399,141848,128868,107900,203305,93985,293659,112547,98197,97592,113010,190444,307497,152773,83687,122341,154075,423495,193341,255334,291273,173630,221936,133640,211603,,192130,395299,160261
11/30/2004,433616,128355,208041,197421,209781,147156,129877,149282,159585,151004,341576,227793,235393,382375,113254,186214,123875,130376,280430,155733,217187,245759,115946,142689,129429,108227,205343,94312,296766,112895,98592,98071,114108,190558,312349,153359,84227,122631,155056,430402,195409,257365,294657,175015,225474,134384,213268,,194118,403922,161266
12/31/2004,440985,128931,209837,200685,211330,148536,130202,149652,160050,151513,345542,231345,238298,384998,113650,190249,124425,130896,284962,156829,218275,246445,116528,143502,129951,108585,207333,94648,299822,113321,99004,98584,114543,190691,317624,154033,84764,123100,156397,438951,197417,259559,298246,176576,229806,135173,214779,,196301,410372,162561
1/31/2005,447804,129552,211679,204168,212691,150022,130594,150043,160460,151939,349527,235105,241328,387600,114548,194918,125017,131453,289934,157614,219603,247177,117031,144328,130247,108960,209411,95015,302426,113742,99387,99252,115071,190954,322331,154811,85346,123552,157675,445766,200061,261732,302066,179246,233140,136036,216657,143203,198505,413641,163925
2/28/2005,455173,129954,213532,207875,214061,151183,130977,150362,160858,152439,353184,238675,243986,390676,115543,199753,125653,131995,294540,158230,220981,247834,117413,145062,130466,109373,211755,95360,305210,114225,99863,99962,115551,191472,329008,155610,86010,123966,159154,453452,202449,263964,305252,181771,235419,136778,218438,142937,200449,419564,165016
3/31/2005,462347,130202,215304,211783,215406,152378,131360,150719,161281,152898,356734,242271,246837,393414,116620,204354,126325,132565,299057,158887,222164,248472,117680,145944,130629,109867,214396,95676,307976,114654,100325,100696,116066,192104,334264,156734,86554,124399,160750,461552,204721,266122,307895,183903,237329,137604,220293,142870,202358,426625,165912
4/30/2005,469958,130379,217197,215972,216882,153618,131700,151071,161796,153495,360491,246140,249855,396049,117193,209554,127005,133157,303847,159863,223392,249094,117970,146810,131214,110375,217487,95969,310863,115188,100844,101354,116409,192813,341332,157717,87133,124821,161968,471668,206300,268364,310531,185310,239656,138527,222002,143031,204739,435325,166521
5/31/2005,476648,130634,219053,220468,218350,154961,131995,151481,162415,154073,364436,250592,253210,398078,117697,215785,127715,133803,308966,160959,224641,249736,118348,147671,132001,110881,220561,96320,313604,115863,101377,102019,116882,193511,344576,158798,87684,125277,163411,482695,207499,270033,313022,186398,242843,139363,223840,143777,206621,441426,167360
6/30/2005,482858,131026,220869,225373,219875,156364,132295,151777,163081,154777,368603,254884,257068,399569,118199,223671,128453,134420,314595,162085,225794,250306,118810,148493,132968,111329,223827,96649,316561,116636,102060,102684,116983,194124,347718,159762,88367,125685,164978,493762,208585,271453,315266,187615,245097,140108,225203,144737,208362,447797,168128
7/31/2005,489172,131351,222713,230735,221416,157777,132562,152005,163696,155520,372693,258894,261300,400882,118733,232207,129257,134994,320325,163179,226791,250907,119333,149411,134010,111748,227271,96974,319479,117405,102748,103372,117180,194754,349114,161168,89033,126080,167281,504931,209699,272854,317041,188671,247252,140652,226696,145730,210029,455079,169294
8/31/2005,495723,131689,224584,236214,222909,159362,132870,152234,164254,156305,376866,262507,265992,401800,119152,240505,130051,135583,326057,164251,227589,251487,119842,150404,135062,112152,231176,97284,322677,118023,103453,103980,117277,195512,352422,162773,89391,126471,170045,515692,210827,274290,319496,190254,249314,141443,228228,146727,212186,463662,170348
9/30/2005,502504,131969,226587,241661,224589,160880,133150,152510,164843,157074,380905,266264,270447,403110,119506,249209,130860,136177,331092,165132,228576,252224,120434,151395,136150,112491,235568,97634,325804,118532,104102,104611,117583,196534,355645,164780,89728,126877,172837,526223,211941,275807,322415,192231,252197,142307,229983,147777,214535,471090,171586
10/31/2005,508930,132152,228557,246796,226224,162351,133449,152731,165424,157898,385052,269758,274645,404337,119766,256399,131613,136769,336244,165837,229416,253068,121133,152359,137357,112732,239770,97936,328989,118874,104839,105277,117601,197783,358647,166681,89967,127285,176218,535479,212762,277301,324943,194335,255166,143189,231836,148769,216545,476502,172848
11/30/2005,514162,132452,230356,251766,227732,163713,133770,152911,166072,158706,389176,273172,278870,405364,120034,263609,132397,137298,340666,166463,230401,253907,122032,153337,138534,113016,243767,98298,331799,119231,105525,106050,117560,199267,361082,168656,90461,127644,178617,543894,213507,278672,326812,195660,257576,143668,233699,149389,218261,482080,174078
12/31/2005,518814,132683,232184,256517,229105,165040,134074,153058,166638,159516,393198,276049,282860,405469,120244,268353,133192,137798,345557,167019,231048,254562,122958,154367,139841,113340,247889,98643,334096,119525,106098,106755,117865,200900,362367,170616,90938,127903,180201,552433,214158,279989,327916,196843,259548,144047,235713,149884,219827,488360,175325
1/31/2006,522680,133043,233773,260934,230372,166223,134306,153197,167283,160304,396505,278727,286525,405219,120214,271356,133963,138242,349304,167539,231498,255194,123963,155341,141278,113686,252029,99021,336032,119825,106664,107329,118288,202473,364027,172630,91415,128212,181472,561912,214525,280979,328493,197519,262159,144338,237692,150261,221054,495235,176597
2/28/2006,525951,133444,235247,264863,231683,167301,134445,153330,167887,161086,399499,281247,290314,404134,120165,275176,134713,138652,353206,168124,231771,255703,124839,156494,142728,113968,255674,99462,337118,120105,107391,107812,118814,204202,364124,174683,91484,128557,183284,570941,214533,281098,329274,198760,265067,144783,239067,151418,222401,499205,178100
3/31/2006,529063,133896,236564,268749,232782,168288,134569,153362,168464,161900,402036,283614,293764,403197,120024,279296,135391,139019,356904,168607,232050,256091,125811,157480,144165,114251,259066,99995,338871,120420,108306,108295,119118,206115,365584,176708,91473,128898,185506,577277,214511,280817,330336,200259,267884,145268,240284,152699,224143,502748,179535
4/30/2006,531377,134332,237759,272587,233850,169278,134691,153289,168918,162705,404546,285396,297392,402065,120152,283283,136073,139416,360649,168985,232244,256262,126706,158598,145303,114584,262300,100470,340273,120687,109312,108777,119437,208443,366281,178968,91374,129196,188329,582506,214542,280799,331731,202080,269938,145707,241356,153852,225714,505355,181086
5/31/2006,533943,134847,238799,275999,234729,170275,134807,153088,169327,163567,406701,286511,300789,401064,120345,284797,136726,139752,364045,169151,232305,256565,127666,159605,146269,114876,265823,100847,341884,120939,110010,109301,119640,210909,367572,181080,91663,129460,191001,585080,214786,281066,331989,203788,271315,146220,242820,154159,227320,508525,182716
6/30/2006,535284,135376,239818,278559,235504,171289,134880,152784,169795,164385,408572,287264,303959,399937,120665,284858,137406,140097,366463,169201,232387,256795,128542,160740,147089,115131,269589,101162,342383,121174,110754,109813,120033,213789,367597,183070,91939,129787,194202,587003,214988,281272,332005,205314,272576,146624,244408,154332,228681,509929,184353
7/31/2006,535770,135917,240673,280079,236081,172111,134949,152531,170327,165249,409764,288095,306893,398022,120996,283758,138084,140419,368573,169219,232364,256923,129395,161799,147817,115300,272943,101493,342760,121449,111352,110296,120463,217137,367446,184690,92164,129956,196081,588925,215161,280813,330957,206932,274033,147176,245991,154522,230242,509575,186050
8/31/2006,535422,136385,241397,280967,236711,172785,134969,152157,170854,166097,410148,288668,309370,395949,121336,282251,138794,140724,369823,169298,232261,257093,130269,162765,148479,115469,275918,101822,342591,121706,112163,110716,120957,220674,366425,186430,92421,130015,197738,590575,215346,280328,329773,208446,275457,147424,247755,154722,231881,509272,187389
9/30/2006,533948,136885,241803,281084,237148,173302,134906,151789,171318,166942,410075,288625,311710,393247,121710,280026,139473,141045,370764,169501,231856,257130,131011,163593,149071,115720,277578,102101,342200,121969,112892,111121,121150,224201,365473,188182,92854,130108,199186,593296,215545,279621,327693,209622,276502,147695,249340,154920,233146,508853,188701
10/31/2006,532210,137541,242101,280909,237518,173793,134834,151256,171736,167708,409404,288309,313978,390949,122070,278748,140138,141375,371083,169739,231548,257029,131657,164322,149604,115969,279156,102417,341353,122256,113637,111402,121462,227413,363862,189963,93400,130410,198791,593816,215819,278610,325806,210769,277344,147764,250737,155226,234278,507519,190069
11/30/2006,530692,138101,242274,280457,237742,174174,134745,150701,172134,168402,408569,288008,315771,388495,122288,276987,140745,141751,371806,169958,231189,256832,131996,164934,150215,116240,280609,102734,340509,122538,114261,111642,121858,230399,362752,191459,93667,130737,199443,595358,215911,277530,323608,211994,277569,148137,251893,156064,235340,505211,191602
12/31/2006,529205,138675,242440,279576,238082,174524,134653,149997,172598,169080,407268,288002,317160,386559,122477,275750,141296,142031,372011,170086,231120,256898,132324,165463,150747,116406,282093,103064,339818,122782,114885,111844,122356,233091,361899,192564,93727,130964,199973,595118,215809,276329,322044,213282,277828,148605,253151,157100,236326,503888,192930
1/31/2007,527715,139074,242544,278539,238566,174939,134562,149263,173049,169801,405903,287911,318265,385166,122547,274761,141769,142228,372249,170463,231086,257013,132553,165957,151234,116538,283342,103348,340032,122978,115415,112046,122729,236082,361207,193430,93598,131112,201755,595510,215567,275245,320450,214199,277554,149165,254338,158192,237157,504232,194002
2/28/2007,525702,139368,242680,277294,239141,175412,134518,148593,173475,170432,404758,287889,319557,384214,122668,273767,142193,142306,371961,170712,231144,256996,133103,166365,151730,116649,284436,103548,340395,123248,115761,112215,122981,239034,360395,194211,93702,131240,201810,595014,215206,274146,319419,214761,277659,149551,255506,158764,238045,506039,194889
3/31/2007,523471,139572,242861,275787,238997,175927,134348,147953,173878,171078,404263,287815,321227,383512,122718,273013,142631,142365,371952,171052,230969,257003,133643,166770,152276,116698,285714,103769,340538,123556,115896,112308,123267,242192,358489,194917,93896,131272,201803,595008,214787,273638,318257,215512,277501,149870,256375,159456,238372,507163,196000
4/30/2007,521167,139887,242908,273758,238869,176274,134115,147368,174208,171687,404091,287867,323176,382365,122872,272359,143047,142419,371655,171092,230512,257163,134258,167016,152803,116731,287081,103961,339879,123864,116072,112427,123594,245021,354936,195814,94191,131251,201920,594191,214669,272663,316631,216471,277703,150241,257430,160082,238762,507966,197275
5/31/2007,517688,140245,243071,271379,238072,176578,133814,146546,174425,172341,403649,287401,324614,380886,122903,271324,143430,142433,371312,171058,229722,257456,134494,167266,153141,116784,288246,104195,338836,123952,116590,112466,123913,247922,351167,196627,94278,131109,202599,593210,214619,272185,315470,217245,278020,150557,258372,160827,239055,508598,198470
6/30/2007,513921,140659,243115,268500,237854,176725,133551,145782,174476,172983,402358,286471,325342,379101,122867,269544,143747,142426,370572,170867,228685,257736,134611,167390,153428,116874,288658,104414,337627,123971,116921,112533,124199,250841,347660,197660,94278,130740,202582,592546,214476,271359,313365,217777,278986,150958,259369,161273,239631,508940,199693
7/31/2007,509336,140956,243247,265297,237051,177024,133223,144782,174411,173531,400606,285093,325284,377512,122766,267404,144001,142398,369705,170558,227527,258001,134585,167561,153683,116969,288696,104729,336486,123932,117195,112573,124450,253397,344231,198438,94239,130553,202827,592065,213818,270932,312370,218161,279371,151192,260216,161731,240069,509877,200353
8/31/2007,504513,141422,243326,261947,236707,177285,132901,144060,174282,174026,398731,283985,325297,376075,122743,265568,144183,142362,368681,170331,226694,257999,134691,167716,153991,117041,288384,105011,335663,124019,117267,112755,124704,255797,340266,199011,94298,130490,202913,592698,213818,270313,310899,218867,279479,151611,260836,162257,240050,510292,201066
9/30/2007,498779,141869,243339,258713,235886,177494,132675,142959,174009,174393,397044,283087,325076,374880,122716,263291,144234,142228,367752,170154,225927,257606,134765,167841,154282,117066,288328,105222,335187,124099,117419,112835,124910,257310,335681,199042,94603,130539,203029,592674,213725,269572,309999,219551,278902,151927,261510,162804,240328,510338,201611
10/31/2007,492077,142263,243545,255404,235369,177622,132418,141836,173696,174666,395537,282207,324122,373269,122688,260671,144174,141967,366113,170181,225230,256953,134846,167806,154476,117128,287964,105333,334617,124251,117465,112947,125086,258561,330959,198976,94926,130215,203667,593180,213891,268875,308666,220161,278539,152400,262190,163295,240807,510621,202240
11/30/2007,485280,142526,243760,251884,234656,177769,132016,140525,173314,174928,393995,281034,322702,371703,122818,256693,143994,141593,363221,170199,224097,256177,134812,167829,154709,117122,287252,105494,333622,124371,117434,112901,125227,259516,324865,198923,95253,129956,204013,592762,213323,267594,307853,220778,277882,152829,262893,163859,241487,510295,202667
12/31/2007,477696,142755,243762,248227,233798,177892,131607,139528,172985,175150,392226,279363,321280,369982,123033,253081,143757,141216,360009,170183,222569,255249,134774,167772,154831,117109,286213,105653,332264,124539,117261,112905,125278,260611,317924,198955,95368,129711,204652,592251,213196,266263,306885,221414,276790,153297,263450,164489,242018,509183,202938
1/31/2008,470121,142556,243707,244214,232916,177843,131234,138577,172369,175322,390369,277540,319897,367818,123204,249124,143380,140921,357295,170168,220803,254104,134586,167825,154948,117034,284639,105734,329788,124750,117236,112852,125368,261288,309460,198750,95408,129401,204752,590608,213048,264444,305516,222181,275198,153734,263939,165246,242958,506867,203136
2/29/2008,460712,142161,243359,240067,230688,177686,130844,137403,171586,175345,388396,275450,318448,365401,123202,244096,142970,140740,355104,169656,218744,253001,134337,167697,154809,116962,283586,105880,327040,124799,117072,112871,125388,261120,299824,198446,95458,128870,205560,588980,212894,263203,303083,222717,273622,154120,264027,165825,243031,503854,203361
3/31/2008,450002,141609,243035,235536,229922,177335,130495,135956,170573,175284,385840,273056,316705,362720,123116,238700,142572,140496,352480,168894,216960,251883,134023,167414,154592,116897,281944,105789,323934,124668,116923,112884,125451,260060,290274,198225,95411,128285,205638,588373,212515,261518,300681,222403,272864,154370,264387,166178,243094,501111,203561
4/30/2008,438324,141267,242462,231212,227487,176996,130061,134179,169729,175137,382610,270354,314415,360235,122894,232367,142300,140073,349224,167825,215188,250878,133784,167120,154304,116712,280271,105839,321550,124412,116466,112881,125369,258241,282416,197654,95429,127851,205077,587303,211467,260457,297900,221908,272075,154523,264398,166376,242415,498239,203525
5/31/2008,426825,140883,241717,226601,226740,176534,129653,132482,168889,174909,378915,267705,311568,357895,122704,228123,142082,139641,345013,167084,213533,249733,133658,166867,154234,116550,277897,105807,319727,124288,115861,112750,125382,256304,276194,197007,95405,127478,203341,588006,210465,258237,294870,221665,270974,154659,264708,166517,241934,495095,203120
6/30/2008,416194,140513,240836,222395,224003,176058,129185,130762,167980,174538,375640,265618,308585,355848,122511,223516,141801,139243,340324,166555,211907,248723,133628,166663,154164,116395,275669,105946,318228,124209,115315,112499,125382,254016,269298,195694,95428,127342,201694,587008,209124,256007,291927,222011,268835,154834,264758,166883,241354,491930,202496
7/31/2008,405541,140224,239800,218072,222719,175374,128812,129056,166893,174084,372763,263526,305760,353892,122379,218995,141408,138875,335290,166127,210244,247703,133573,166136,154172,116378,273552,105927,316597,124126,114796,112276,125351,251714,262124,194672,95496,127223,200247,583077,208362,253634,288568,222301,266669,155057,264891,167152,240757,488483,202152
8/31/2008,395543,139823,238802,213758,219985,174667,128398,127078,165674,173655,370134,261241,302701,351887,122145,213389,140882,138442,330647,165561,208340,246835,133294,165459,154174,116387,271187,105869,314195,124032,114403,111986,125357,249154,254290,193437,95472,127095,198809,576748,206955,251508,285145,222105,264362,155284,265077,167337,240651,484471,202102
9/30/2008,386448,139330,237749,209478,218343,174029,127906,125328,164501,173189,367358,258927,299557,349452,121868,208348,140352,138049,326316,164909,206426,246239,133006,164786,154161,116400,268736,105865,311372,123997,113968,111781,125345,247110,246489,192701,95023,126729,197341,570977,205851,249569,281563,221948,262535,155569,265043,167347,240314,481675,202069
10/31/2008,378316,138793,236440,205105,215689,173476,127276,123881,163195,172682,364237,256985,296614,346992,121638,203911,139866,137681,322405,163976,204489,245726,132545,164252,154114,116343,266176,105989,308610,123907,113634,111509,125323,245116,238669,191499,94472,126338,195866,568259,204649,247482,277998,221606,260336,155829,265151,167589,239771,479826,201830
11/30/2008,369340,138227,235039,200587,213500,172846,126763,122494,161611,171990,360798,255168,293707,344365,121322,199881,139399,137104,319305,162957,202763,245047,132230,163457,153773,116244,263734,105949,306421,123802,113394,111263,125117,243131,230537,190550,94021,125905,194097,564888,203988,245981,274228,221519,258806,156048,265033,167818,239084,477506,201671
12/31/2008,360576,137679,233758,196230,210439,172104,126139,120732,159666,171234,357572,253350,290747,341700,120843,195558,138913,136443,316123,161940,201121,244187,131716,162661,153600,116114,261092,105850,304596,123661,113217,110918,124940,240826,223797,189692,93921,125410,191912,560440,202724,244267,270168,221235,257321,156084,264672,167762,238445,473253,201544
1/31/2009,352449,137387,232548,192145,207332,171321,125432,118552,157871,170423,354851,251317,288265,339086,120450,191907,138505,135804,312527,160396,199445,243303,131306,161677,153393,116068,258943,105718,302927,123410,112816,110521,124679,238183,216894,188911,94037,124969,189548,555551,201189,243132,265990,221071,256258,156100,264238,167653,237882,470395,201460
2/28/2009,347359,137371,231473,188491,204994,170737,124584,116513,156180,169840,352192,249471,285401,336517,120054,189102,138135,135328,308462,159399,197804,242693,130699,160897,153430,116038,256281,105513,301502,123152,112419,110022,124642,235803,211784,187918,93988,124762,186949,548866,199682,241726,262312,220656,254809,155989,264803,167784,237571,469045,201164
3/31/2009,342890,137440,230380,184986,202418,170258,123828,114544,154610,169250,349601,247718,282287,334176,119812,186014,137672,134847,304210,158437,195654,242196,130146,160260,153357,115923,253591,105420,299543,122914,112077,109497,124551,233438,206455,186294,93902,125000,184600,543384,198028,240606,258703,220416,252921,155871,265454,168099,237186,467768,200567
4/30/2009,338836,137323,229419,181428,200587,169832,123262,112862,152732,168535,346763,246117,278039,332075,119487,182752,136993,134322,300154,158178,193785,241792,129441,159537,153455,115768,250535,105264,297315,122804,111896,108973,124658,231594,201276,185288,93534,125026,182105,537662,196650,238704,256512,219860,251118,155602,265948,168127,236919,463913,199858
5/31/2009,335190,137168,228485,178262,198113,169375,122805,111201,150896,167651,344275,244766,274600,330686,119245,178863,136187,133744,296512,157528,192248,241487,128817,158606,153366,115529,248078,105270,294439,122722,111692,108609,124586,229532,194891,184348,93168,125185,179967,532757,194699,237213,254756,219093,249145,155296,265390,167962,236668,458889,199294
6/30/2009,332610,137030,227563,175317,196245,168996,122368,109636,149213,166809,341982,243554,271905,329597,118976,175986,135458,133175,293938,156957,191286,241170,128136,157583,153252,115360,245725,105298,291740,122658,111434,108358,124591,227778,188636,184601,92751,125241,178270,526621,193688,236094,253378,217992,247644,154909,264975,167704,236267,455304,198929
7/31/2009,331339,137000,226766,173081,194753,168752,121908,108434,147952,166139,340019,242818,270359,329075,118647,174015,134854,132634,291829,156343,190599,240846,127589,156838,153051,115134,243503,105410,289448,122630,111255,108132,124616,226234,182890,184266,92335,125514,176582,522908,192751,235153,251890,216998,246419,154496,264436,167424,235544,452245,198634
8/31/2009,330494,136921,226097,171060,193534,168528,121471,107356,146889,165415,338430,242184,269066,328716,118354,172276,134438,132254,290305,156030,190213,240563,127055,156309,152745,114918,241855,105544,288191,122553,110986,107827,124683,224899,178807,184114,91966,125757,174893,520763,192483,234094,250863,216018,245865,154046,263833,167516,234480,450124,198108
9/30/2009,329931,136870,225714,169235,191946,168391,121129,106507,145924,164805,337202,241584,267945,329100,118155,170863,134124,131907,288595,155751,189857,240372,126541,155833,152446,114661,240810,105653,287301,122458,110732,107536,124749,223430,175694,183330,91523,126186,173150,518337,191862,232841,250513,215020,245334,153655,263353,167646,233627,447853,197576
10/31/2009,329981,136801,225595,167744,190689,168349,120952,105466,144904,164300,336517,240878,267316,329631,117992,168829,133906,131696,287256,155516,189414,240314,126115,155390,152148,114476,240084,105736,286874,122390,110430,107283,124798,222094,173437,183578,91156,126721,171683,514086,191230,232040,250577,214391,245130,153300,262836,167769,232976,445473,197028
11/30/2009,331542,137010,225591,166879,189576,168509,120773,104690,144118,163998,336110,240523,266980,330446,117944,168354,133716,131767,286124,155230,188923,240506,125795,155109,152149,114402,239328,106012,285977,122339,110134,107228,124907,221193,171568,183460,90740,127174,170499,510504,190601,231668,250973,213802,244653,152972,262971,167504,232381,446309,196492
12/31/2009,333559,137179,225603,166137,189415,168732,120684,104026,143564,163663,335959,240426,266601,331238,117956,168058,133605,131972,285434,154965,188870,240834,125592,154926,152125,114447,238760,106230,285022,122301,109810,107247,124957,220552,169415,183211,90500,127654,169766,510135,190466,231639,251094,213335,244102,152826,263231,167445,231862,448876,196111
1/31/2010,335097,137275,225458,165529,188843,169043,120592,103787,142992,163357,335436,240677,265281,332353,117940,167798,133575,131980,285005,155082,188887,241318,125436,154835,152367,114492,237997,106459,283681,122302,109579,107365,124983,219924,168641,182593,90304,128096,168663,511156,190140,231516,252011,212643,243662,152781,263804,167521,231376,451226,195765
2/28/2010,334986,137260,225424,164821,188545,169245,120680,103430,142367,162898,334906,240818,263962,333815,117997,166558,133492,131682,284086,155280,189157,241697,125272,154640,152549,114502,237373,106595,282681,122397,109455,107426,124817,219279,167721,182182,90262,128417,167855,515036,189863,230901,252677,212256,243429,152867,263661,167493,231129,450591,195610
3/31/2010,335877,137280,225340,164349,187192,169448,120623,103234,141773,162504,334205,241067,262899,335019,117954,165427,133467,131534,283184,155485,189515,241953,124872,154321,152812,114566,237119,106833,282561,122630,109301,107465,124836,218606,167115,182163,90403,128298,166600,516023,189944,230233,253570,212168,243190,153005,263627,167189,231174,449106,195531
4/30/2010,337143,137380,225548,163904,187100,169591,120561,103127,141527,162271,333834,241335,263171,335965,118038,165111,133416,131576,282531,155439,189844,241860,124447,154113,152755,114663,236757,107075,282953,122806,109115,107467,124804,218076,165878,181663,90602,128574,165941,519044,190685,229690,253186,212104,242657,153293,263823,166972,231292,450266,195654
5/31/2010,338948,137410,225671,163392,186035,169660,120385,103175,141349,162145,333452,241536,263582,336125,117991,164391,133442,131601,282567,155284,189970,241494,123931,154051,152778,114770,235830,107246,283366,122889,108893,107486,124803,217362,164732,181255,90765,128541,165220,519437,191488,229559,252803,212224,242306,153603,264433,167220,231417,453977,195931
6/30/2010,338611,137298,225977,162618,186125,169607,120182,103222,140987,161919,332967,241315,262903,336032,117957,163507,133341,131333,282141,154789,189449,240820,123477,153910,152711,114722,234429,107183,283397,122793,108727,107396,124638,216307,164483,180059,90848,128403,163686,523356,191158,229293,252365,212019,241949,153774,264650,167767,231469,456977,196228
